id,tajik,farsi
348,"Ба гуфтаи Содиқи Сабо ин ду ҷоиза нишон медиҳад, ки дар тайи даҳ моҳе, ки аз умри телевизиюни форсии Би-би-ӣ мегузарад ин шабака тавониста ҷои худро дар Эрон, Афғонистон, Тоҷикистон ва соири нуқоте, ки форсизабонон зиндагӣ мекунанд боз кунад, ва ҷомеъаи хабарии ҷаҳон низ аз он огоҳ буда ва ба расмият шинохта аст", این آژانس همچنین تاکید کرده که تاخیر ایران در گزارش این مرکز ، ناقض تعهدات این کشور است  .
349,"Вай афзуд: “Дар маросими Венез масъули Ютел сет ва Ҳотбурд бидуни ном бурдан аз касе гилояҳое дар бораи давлатҳое, ки рӯйи коноли телевизиюни форсии Би-би-сӣ порозит меандозанд, матраҳ кард, ки равшан буд манзури вай давлати Эрон аст, ки гоҳе порозит меандозад ва ихлол эҷод мекунад", خبرنگار بی‌بی سی می‌گوید این گزارش هراس کشورهای غربی را که این تاسیسات می‌تواند بخشی از برنامه مخفی سلاح ایران باشد ، تقویت می‌کند  .
350,"”Раиси бахши форсии Би-би-сӣ гуфт дар суҳбатҳое, ки дар ҳошияи ин маросим дошта, масъулини Ютел сет ва Ҳотбурд гуфтаанд ин бар хилофи муқаррароти байналмилалӣ аст, ки як давлате бар рӯйи конолҳои моҳвораӣ, ки аз як кишвари дигар меояд, порозит биандозад, дар ҳоле ки худи давлати Эрон аз моҳвора истифода мекунад  ва ба саросари дунё ба забони форсӣ, инглисӣ ва арабӣ барнома пахш мекунад"," همچنین آقای سلطانیه در خصوص انتشار خبرهایی مبنی توقف فعالیت‌های غنی ‌سازی ایران در نیروگاه نطنز ، ‌گفت : "" این اطلاعات غلط بوده و دقیق نیست چون در گزارش آژانس صراحتا ذکر‌شده‌ایران به فعالیت‌های غنی‌سازی ادامه می‌دهد  ."
351,"Вай афзуд: “Ин ҷузъи муқаррароти байналмилалӣ аст, ки ҳам Эрон ва ҳам кишварҳои дигар бояд риъоят кунанд",""" او گفت : "" کشورهای عضو آژانس با توجه به گزارش‌های البرادعی باید توجه داشته باشند که وقت آن رسیده که به این مسیر تکراری و خسته‌کننده خاتمه دهند ، چرا که گزارش‌های مدیرکل آژانس مطلب جدیدی ندارد و جمهوری اسلامی ایران هم بدون وقفه به احقاق حق خود در استفاده صلح‌آمیز از انرژی هسته‌ای از جمله غنی‌سازی ادامه می‌دهد اما در عین حال به همکاری خود با آژانس نیز ادامه خواهد داد  ."
352," Масъулони Ютел сет ва Ҳотбурд аз ин вазъият нороҳат буданд ва гуфтанд ҳамаи талошҳои худро мекунанд, то давлати Эрон ва ё ҳеҷ давлати дигаре дар дунё усулан натавонад бар рӯйи барномаҳои кишварҳои дигар порозит биандозад",""" وجود تاسیسات فردو برای نخستین بار در مهرماه سال جاری توسط مقامات ایران اعلام شد  ."
353,”," علی اکبر صالحی ، رئیس سازمان انرژی اتمی ایران 3 مهر ( 25 سپتامبر ) با انتشار بیانیه‌ای اعلام کرد که این کشور "" به ایجاد کارخانه نیمه صنعتی غنی‌سازی سوخت هسته‌ای دیگری اقدام نموده است "" ."
354,"Бразил бори дигар бар ҳимояти худ дар хусуси дастёбии Эрон ба энержии ҳастаии сулҳомез таъкид кард, аммо аз Эрон хостааст, ки барои расидан ба роҳи ҳалле “мунсифона ва одилона” бо Ғарб музокира кунад"," آقای صالحی گفت که این تاسیسات "" همانند سایر تاسیسات هسته‌ای ایران ""، در چارچوب مقررات آژانس عمل خواهد کرد  ."
355,"Луис Иносиу Лула де Силва, раиси ҷумҳурии Бразил, ки дар ҳоли ҳозир мизбони Маҳмуди Аҳмадинажод, раиси ҷумҳурии Эрон аст, аз талоши Ғарб барои мунзавӣ кардани Эрон ба далели барномаҳои ҳастаиаш интиқод кардАммо оқои Лула аз оқои Аҳмадинажод хостааст, ки бо Ғарб муъомила дошта бошад",تلویزیون فارسی بی‌بی سی جایزه ماهواره هات برد را از آن خود کرد و بهترین کانال خبری سال 2009 شناخته شد  .
356,"Қудратҳои ғарбӣ бар ин боваранд, ки Эрон бар хилофи он чи иддаъо мекунад, дар пайи дастёбӣ ба силоҳи ҳастаӣ аст", بیش از 150 کانال تلویزیونی از سراسر جهان در این رقابت شرکت داشتند و یک گروه از کارشناسان مستقل بهترین کانالها را در بخش‌های مختلفی همچون خبر ، مستند ، سینمایی ، کودکان و ورزشی انتخاب کردند  .
357,"Ин нахустин сафари як раиси ҷумҳури эронӣ ба Бразил аст; кишваре, ки равобити наздик бо Омрико, Исройил ва дигар кишварҳое, ки хоҳони таваққуфи барномаи ҳастаии Эрон ҳастанд, дорад", در بخش خبر تلویزیون فارسی بی‌بی سی ، بلومبرگ ، فرانس 24 ، سی‌ان بی‌سی و اسکای ایتالیا به مرحله نهایی راه یافتند که از بین آن‌ها بی‌بی سی فارسی انتخاب شد  .
358,Бо ин ҳол оқои Лула мухолифи эъмоли таҳримҳои бештар алайҳи Эрон аст ва муътақид аст диплумосӣ бояд ҷойгузини ин таҳримҳо шавад, صادق صبا رئیس بخش فارسی بی‌بی سی در این مراسم که شامگاه جمعه در شهر ونیز ایتالیا برگزار شد حضور یافت و این جایزه را دریافت کرد  .
359,"Ӯ дар як нишасти матбуъотии муштарак бо оқои Аҳмадинажод гуфт: “Мо ҳаққи Эронро барои дастёбӣ ба энержии ҳастаии сулҳомез, ки мутобиқ бо қонунҳои байналмилалӣ бошад, ба расмият мешиносем"," وی در گفتگو با بی‌بی سی گفت : "" این جایزه نشان می‌دهد که بی‌بی سی فارسی به چه جایگاه مهمی در رسانه‌های جهانی دست پیدا کرده و چقدر اخبار بی‌بی سی دقیق ، مطمئن ، بی‌طرف ، حرفه‌ای و عاری از غرض است  ."
360,"”Эрон барои таъмини сӯхти реоктури таҳқиқотии Теҳрон ниёзманди сӯхти ҳастаӣ аст ва барои ҳалли муноқишаи ҳастаии Эрон, Ожонси байналмилалии энержии атомӣ,  пешниҳоди мубодилаи сӯхтро ба Эрон ироа карда, ки Эрон ҳанӯз посухи расмӣ ба он надодааст", دنیای خبری رسانه‌های جهانی این نکته را هر چه بیشتر به رسمیت می‌شناسد  .
361,"Тибқи тарҳе, ки Ожонс ироа карда ва Русия, Омрико ва Фаронса аз он ҳимоят кардаанд, Эрон 1200 килуграм урониюми бо ғализии пойин (ҳафтоду панҷ дарсади урониюми тавлидӣ)-и худро бояд ба Русия бифиристад, то бештар ғанисозӣ шавад",""" صادق صبا گفت در هنگام دریافت این جایزه "" برای همکاران بخش فارسی بی‌بی سی در تلویزیون ، رادیو و آنلاین و همه کسانیکه تلاش می‌کنند بخش فارسی اینچنین در سطح جهانی بعنوان یک شبکه خبری مستقل و معتبر شناخته شود "" خشنود بوده است  ."
362,Сафари оқои Аҳмадинажод ба Бразил бо интиқоди Исройил ва баъзе  аз аъзои Конгреси Омрико рӯбарӯ будааст," او گفت که این جایزه را تقدیم می‌کند به "" همه همکاران سخت کوش در تلویزیون ، رادیو و آنلاین که باعث افتخار بخش فارسی بی‌بی سی می‌شوند و همینطور تقدیم به صدها و هزاران شهروند معمولی که بخصوص در ایران در روزهایی که اتفاقات مهمی در کشور در جریان است از طرق مختلفی از جمله موبایل‌های خود برای بی‌بی سی گزارش و فیلم خبری می‌فرستند  ."
363,"Оқои Аҳмадинажод, ки гуфта мешавад ҳамроҳ бо ҳайъате, аз ҷумла 200 бозаргони эронӣ ба Бразил рафта, қарор аст дар тӯли ин сафар чанд муъоҳидаи тиҷорӣ бо ин кишвар имзо кунад",""" این دومین جایزه جهانی است که بی‌بی سی فارسی اخیرا دریافت می‌کند  ."
364,Ҳаҷми мубодилоти ду кишвар ҳамакнун беш аз 2 милёрд дулор дар сол аст, اتحادیه رادیو و تلویزیونهای بین‌المللی نیز چندی پیش جایزه سالانه بهترین پوشش حوادث خبری را به بی‌بی سی فارسی اعطا کرد  .
365,"Маҳмуди Аҳмадинажод ахиран гуфтааст, ки равобити ду кишвар бояд густариш ёбад ва шомили ҳамкориҳои атомӣ низ бишавад"," این جایزه به خاطر گزارش سی دقیقه‌ای تلویزیون فارسی بی‌بی سی بنام "" انتخاباتی که ایران را لرزاند "" درباره حوادث پس از انتخابات ریاست جمهوری اهدا شد  ."
366,"Давлати Маҳмуди Аҳмадинажод, ки бо фишор аз сӯйи шуморе аз кишварҳои урупоӣ мувоҷеҳ аст ва ҳадафи таҳримҳои Шӯрои Амният низ қарор гирифта, кӯшидааст бо густариши равобити худ бо кишварҳое, ки аз ин иқдом истиқбол мекунанд, ҳузури байналмилалии худро тақвият кунад", به گفته صادق صبا این دو جایزه نشان می‌دهد که در طی ده ماهی که از عمر تلویزیون فارسی بی‌بی سی می‌گذرد این شبکه توانسته جای خود را در ایران ، افغانستان ، تاجیکستان و سایر نقاطی که فارسی زبانان زندگی می‌کنند باز کند و جامعه خبری جهان نیز از آن آگاه بوده و به رسمیت شناخته است  .
367,"Ин  дар ҳоле аст, ки ҳафтаи пеш Шимон Перес, раиси ҷумҳурии Исройил барои хунсо кардани нуфузи рӯ ба рушди Эрон дар Омрикои Лотин , дуруст пеш аз сафари оқои Аҳмадинажод ба Бразил ва Венезуело, ба ин минтақа сафар кард"," وی افزود : "" در مراسم ونیز مسئول یوتل‌ست و هات برد بدون نام بردن از کسی گلایه‌هایی درباره دولتهایی که روی کانال تلویزیون فارسی بی‌بی سی پارازیت می‌اندازند مطرح کرد که روشن‌بود منظور وی دولت ایران است که گاهی پارازیت می‌اندازد و اخلال ایجاد می‌کند  ."
368,"Оқои Перез дар Оржонтин (Аргентина) хитоб ба мақомҳои кишварҳои Омрикои Лотин ба таъна гуфт: “Агар мехоҳед бо онҳо (Эрон ва Венезеуло) равобити хубе дошта бошед, ҳавосатон бошад, ки онҳо мусофирони муваққатӣ ҳастанд ва равобити шумо кутоҳмуддат хоҳад буд, пас хеле вақтатонро талаф накунед",""" رئیس بخش فارسی بی‌بی سی گفت در صحبتهایی که در حاشیه این مراسم داشته مسئولین یوتل‌ست و هات برد گفته‌اند این بر خلاف مقررات بین‌المللی است که یک دولتی بر روی کانالهای ماهواره‌ای که از یک کشور دیگر می‌آید پارازیت بیاندازد ، درحالیکه خود دولت ایران از ماهواره استفاده می‌کند و به سراسر دنیا به زبان فارسی ، انگلیسی و عربی برنامه پخش می‌کند  ."
369,"”Ӯ дар бораи Маҳмуди Аҳмадинажод ва Ҳугу Човез гуфта буд: “Ҳеҷ кадом аз онҳо давом намеоваранд, на ба ин далел, ки яке аз мо онҳоро мекушад, балки ба ин далел, ки мардумашон аз онҳо хаста мешаванд"," وی افزود : "" این جزئ مقررات بین‌المللی است که هم ایران و هم کشورهای دیگر باید رعایت کنند  ."
370,"”Дар остонаи сафари раиси ҷумҳурии Эрон ба Бразил рӯзи якшанбе садҳо нафар намояндагони гурӯҳҳои гуногуне ҳамчун масеҳиёни инҷилӣ, яҳудиён ва созмонҳои зиддинажодпарастӣ дар эътироз ба ҳузури оқои Аҳмадинажод дар ин кишвар, дар шаҳри Риодеженеро даст ба тазоҳурот заданд", مسئولان یوتل‌ست و هات برد از این وضعیت ناراحت‌بودند و گفتند همه تلاش خود را می‌کنند تا دولت ایران و یا هیچ دولت دیگری در دنیا اصولا نتواند بر روی برنامه‌های کشورهای دیگر پارازیت بیاندازد  .
371,"Ба дунболи ибрози омодагии сарони беш аз 60 кишвари ҷаҳон барои ширкат дар иҷлоси Копенгаген дар декабр, умед ба муваффақияти ин нишаст афзоиш ёфтааст",""""
372,"Пештар ин нигаронӣ вуҷуд дошт, ки кишварҳои ширкаткунанда дар ин нишаст, ки дастури кори он баррасии тағйироти обу ҳавои замин аст, ба тавофуқе нарасанд, аммо ҳузури теъдоди зиёде аз сарони кишварҳо дар ин иҷлос интизоротро низ ба мизони қобили таваҷҷуҳе тақвият кардааст","برزیل بار دیگر بر حمایت خود در خصوص دستیابی ایران به انرژی هسته‌ای صلح‌آمیز تاکید کرد ، اما از ایران خواسته است که برای رسیدن به راه حلی "" منصفانه و متعادل "" با غرب مذاکره کند  ."
373,"Нишастҳои солонаи Созмони Милали Муттаҳид барои баррасии масоили марбут ба тағйироти обу ҳаво маъмулан бо ширкати вазирони муҳити зисти кишварҳо баргузор мешуд, аммо дар иҷлоси Копенгаген ҳайатҳои эъзомии як саду наваду ду кившар ширкат доранд", لوئیس ایناسیو لولا داسیلوا ، رئیس جمهوری برزیل که در حال حاضر میزبان محمود احمدی نژاد ، رئیس جمهوری ایران است ، از تلاش غرب برای منزوی کردن ایران به دلیل برنامه‌های هسته‌ای اش انتقاد کرد  .
374,"Раёсати шуморе аз ин ҳайатҳоро сарон ва раҳбарони давлатҳои ин кишварҳо бар уҳда хоҳанд дошт, ки бар аҳамияти ин иҷлос меафзояд", اما آقای لولا از آقای احمدی نژاد خواسته است که با غرب تعامل داشته باشد  .
375,"Ҳадаф аз ин нишаст танзими муъоҳидаи ҷадиде барои муқобила бо гармоиши замин аст, ки битавонад ҷойгузини паймони Киютуи (Киото) соли 1997-и Созмони Милали Муттаҳид шавад", قدرتهای غربی بر این باورند که ایران بر خلاف آنچه ادعا می‌کند در پی دستیابی به تسلیحات هسته‌ای است  .
376,"Гордон Браун, нахуствазири Бритониё, ки қарор аст дар иҷлоси ёдшуда ширкат кунад, гуфтааст “агар сарони кишварҳо ҳайсияти худро гарав бигзоранд” эҳтимоли муваффақияти ин нишаст бештар хоҳад буд", این نخستین سفر یک رئیس جمهور ایرانی به برزیل است ؛ کشوری که روابط نزدیکی با آمریکا ، اسرائیل و دیگر کشورهایی که خواهان توقف برنامه هسته‌ای ایران هستند ، دارد  .
377,"Дар ҳоле ки ба назар мерасад, ки сарони бисёре аз кишварҳо моил ба ширкат дар иҷлоси Копенгаген ҳастанд, аз ҳузури раҳбарони Омрико, Чин ва Ҳинд дар ин иҷлос ҳанӯз хабаре нест", با این حال آقای لولا مخالف اعمال تحریم‌های بیشتر علیه ایران است و معتقد است دیپلماسی باید جایگزین این تحریم‌ها شود  .
378,Ин се кишвар масъули бештарин мизони олудагӣ дар ҷаҳон ҳастанд," او در یک نشست مطبوعاتی مشترک با آقای احمدی نژاد گفت : "" ما حق ایران را برای دستیابی به انرزی هسته‌ای صلح‌آمیز که مطابق با قوانین بین‌المللی باشد ، به رسمیت می‌شناسیم  ."
379,Аз сӯйи дигар ҷанҷол бар сари имейлҳои ба сирқатрафта аз компютери як донишгоҳи бритониёӣ ҳамчунон идома дорад,""" ایران برای تامین سوخت راکتور تحقیقاتی تهران نیازمند سوخت هسته‌ای است و برای حل مناقشه هسته‌ای ایران ، آژانس بین‌المللی انرژی اتمی ، پیشنهاد مبادله سوخت را به این ایران ارائه کرده که ایران هنوز پاسخ رسمی به آن نداده است  ."
380,Як хакер аз донишгоҳи Ист Онглиё имейлҳои пажӯҳишгарони муҳити зистро ба сирқат бурдааст, طبق طرحی که آژانس ارائه کرده و روسیه ، آمریکا و فرانسه از آن حمایت کرده‌اند ، ایران 1200 کیلوگرم اورانیوم با غلظت پائین ( هفتاد و پنج درصد اورانیوم تولیدی ) خود را به روسیه بفرستد تا بیشتر غنی‌سازی شود  .
381,"Афрод ва гурӯҳҳое, ки нисбат ба назарияҳои марбут ба тағйироти обу ҳавоӣ тардид доранд мегӯянд ин имейлҳо нишон медиҳад, ки мубоҳисае, ки дар нишасти Копенгаген матраҳ мешавад, мубтанӣ бар иттилоъот ва додаҳои қавие нест ва хостори таҳқиқот ва баррасиҳои илмии бештар дар ин замина ҳастанд", سفر آقای احمدی نژاد به برزیل با انتقاد اسرائیل و بعضی از اعضای کنگره آمریکا رو به رو بوده است  .
382,"Дар муқобил, Квин Тренберт, пажӯҳишгари маркази миллии таҳқиқоти ҷаввии Омрико мегӯяд сирқати ин имейлҳо дар чунин замонеро наметавон тасодуфӣ талаққӣ кард", آقای احمدی نژاد که گفته می‌شود همراه با هیاتی از جمله بیش از 200 بازرگان ایرانی ، به برزیل رفته ، قرار است در طول این سفر چند معاهده تجاری با این کشور امضا کند  .
383,Вай ба хабаргузории Асошиэйтед прес гуфта 102 маврид аз имейлҳои ӯ сар аз шабакаи интернет даровардааст, حجم مبادلات دو کشور هم اکنون بالغ بر 2 میلیارد دلار در سال است  .
384,"Мунтақидон мегӯянд ин имейлҳо нишон медиҳад, ки додаҳои марбут ба тағйироти обу ҳавоӣ тағйир дода шудаанд", محمود احمدی نژاد اخیرا گفته است که روابط دو کشور باید گسترش یابد و شامل همکاری‌های اتمی نیز بشود  .
385,Аммо оқои Тренберт ин иттиҳомҳоро рад карда ва мегӯяд ин имейлҳоро бояд дар заминаи муҳтавоии худ мутолеъа кард, دولت محمود احمدی نژاد که با فشار از سوی شماری از کشورهای اروپایی مواجه است و هدف تحریم‌های شورای امنیت نیز قرار گرفته کوشیده است با گسترش روابط خود با کشورهایی که از این اقدام استقبال می‌کنند حضور بین‌المللی خود را تقویت کند  .
386,"Рӯзи чаҳоршанбе 25 ноябр, гузориш шуд, ки кишварҳои гурӯҳи 5+1 муташакил аз Омрико, Русия, Чин, Бритониё ва Фаронса ба иловаи Олмон бар сари пешнависи қатъномае дар интиқод аз барномаҳои Эрон ба тавофуқ расидаанд ва қарор аст онро барои тасвиб ба ҷаласаи Шӯрои Ҳукоми ожонси байналмилалӣ ироа диҳанд", این در حالی است که هفته گذشته شمون پرز ، رئیس جمهوری اسرائیل برای خنثی کردن نفوذ رو به رشد ایران در آمریکای لاتین ، درست پیش از سفر آقای احمدی نژاد به برزیل و ونزوئلا ، به این منطقه سفر کرد  .
387,"Дар ин гузориш, ки хабаргузориҳои ғарбӣ ба онро ба нақл аз манобеъи диплумотик дар мақари Ожонси байналмилалӣ дар Виен мухобира кардаанд, омадааст, ки дар қатъномаи пешниҳодии гурӯҳи 5+1, “иқдоми махфиёнаи” Эрон дар сохти таъсисоти ғанисозии урониюм  дар наздикии Қум бидуни муталеъ сохтани ожонси байналмилалии инержии атумӣ танбеҳ шудааст"," آقای پرز در آرژانتین خطاب به مقام‌های کشورهای آمریکای لاتین به طعنه گفت : "" اگر می‌خواهید با آن‌ها ( ایران و ونزوئلا ) روابط خوبی داشته باشید ، حواستان باشد که آن‌ها مسافران موقتی هستند و روابط شما کوتاه مدت خواهد‌بود ، پس خیلی وقتتان را تلف نکنید "" ."
388,"Зоҳиран тавофуқ бар сари ин пешнавис дар ҷараёни музокироти намояндагони гурӯҳи 5+1 ба даст омад ки ҷумъаи гузашта барои баррасии бӯҳрони ҳастаии Эрон бо ҳузури намояндаи Иттиҳодияи Урупо дар Бруксел, пойтахти Белжик, ташкил кардааст"," او درباره محمود احمدی نژاد و هوگو چاوز گفته‌بود : "" هیچ کدام از آن‌ها دوام نمی‌آورند ، نه به این دلیل که یکی از ما آن‌ها را می‌کشد ، بلکه به این دلیل که مردمشان دارند از آن‌ها خسته می‌شوند "" ."
389,"Ин пешнавис ки бо ҳимояти тамоми аъзои гурӯҳи 5+1 аз ҷумла Чин ва Русия тадвин шудааст, дар ҷаласаи давраии Шӯрои ҳуком, ки аз рӯзи панҷшанбеи ин ҳафта оғоз ба кор мекунад, матраҳ мешавад ва ироадиҳандагони он хостори тасвиби он аз сӯи аъзои Шӯро хоҳанд шуд", در آستانه سفر رئیس جمهوری ایران به برزیل روز یکشنبه صدها نفر در اعتراض به حضور آقای احمدی نژاد در این کشور ، در شهر ریودوژانیرو دست به تظاهرات زدند  .
390,"Барои тасвиби ин қатънома раъйи мусбати аксари 35 узви Шӯрои ҳуком зарурат доранд ва мушаххас нест, ки оё таҳиякунандагони ин пешнавис пешопеш мувофиқати соири аъзоро, ки теъдоде аз онҳо равобити наздике бо ҷумҳурии Исломӣ доранд ё бо сахтгири дар мавриди барномаҳои атумии кишварҳои “ғайриатумӣ” мухолифат меварзад, ҷалб кардаанд ё на", معترضان ، نمایندگان گروه‌های گوناگونی همچون مسیحیان انجیلی ، یهودیان و سازمان‌های ضد نژاد پرستی‌بودند و معتقدند که حضور محمود احمدی نژاد در این کشور ناقض اصول و ارزشهای بنیادین تساهل و مدارا و همزیستی مسالمت‌آمیز افراد و گروه‌های مختلف قومی ، نژادی و مذهبی است  .
391,Шӯрои ҳуком аз панҷ “қудрати ҳастаӣ” ва 30 узви давраӣ ташкил ёфтааст,بدنبال ابراز آمادگی سران بیش از 60 کشور جهان برای شرکت در اجلاس کپنهاگ در دسامبر ، امید به موفقیت این نشست افزایش یافته است  .
392,"Роберт Гейтс, вазири дифоъи Омрико мегӯяд кишвараш намедонад Усома бин Лодин, раҳбари Алқоъида куҷо махфӣ шуда ва иттилоъоти мувассақе ҳам дар ин бора тайи солҳои ахир надоштааст", پیشتر این نگرانی وجود داشت که کشورهای شرکت‌کننده در این نشست ، که دستور کار آن بررسی تغییرات آب و هوای زمین است ، به توافقی نرسند اما حضور تعداد زیادی از سران کشورها در این اجلاس انتظارات را نیز به میزان قابل‌توجهی تقویت کرده است  .
393,"Оқои Гейтс гуфт наметавонад гузоришҳоеро, ки дар он ба ҳузури Усома бин Лодин дар Афғонистон ишора шуда таъйид кунад", نشست‌های سالانه سازمان ملل متحد برای بررسی مسائل مربوط به تغییرات آب و هوا معمولا با شرکت وزیران محیط زیست کشورها برگزار می‌شد اما در اجلاس کپنهاگ هیات‌های اعزامی یکصد و نود و دو کشور شرکت دارند  .
394,"Ҳафтаи пеш як фарди узви Толибон, ки дар Покистон боздошт шуд, муддаъии ҳузури Усома бин Лодин дар Афғонистон шуд", ریاست شماری از این هیات‌ها را سران و رهبران دولت‌های این کشور‌ها برعهده خواهند داشت که بر اهمیت این اجلاس می‌افزاید  .
395,"Оқои Гейтс гуфт наметавонад иҳзороти ин фардро, ки гуфта буд раҳбари Алқоъидаро борҳо пеш аз ҳамалоти ёздаҳи сентябр дида буд, таъйид кунад", هدف از این نشست تنظیم معاهده جدیدی برای مقابله با گرمایش زمین است که بتواند جایگزین پیمان کیوتو سال 1997 سازمان ملل متحد شود  .
396,"Ин фарди узви Толибон гуфтааст, ки дар моҳи январ ё феврали имсол бо як ""фарди мувассақ"" мулоқот кард, ки Усома бин Лодинро чанд рӯз пештар дар Афғонистон дида буд"," گوردون براون نخست‌وزیر بریتانیا که قرار است در اجلاس یاد‌شده‌شرکت کند گفته است "" اگر سران کشورها حیثیت خود را گرو بگذارند "" احتمال موفقیت این نشست بیشتر خواهد‌بود  ."
397,"Вазири дифоъи Омрико ба шабакаи телевизиюнии ""ЭйБиСи Нюз"" - и Омрико гуфт агар медонист, ки бин Лодин куҷо аст, қатъан иқдом мекард", در حالیکه به نظر می‌رسد که سران بسیاری از کشورها مایل به شرکت در اجلاس کپنهاگ هستند ، از حضور رهبران آمریکا ، چین و هند در این اجلاس هنوز خبری نیست  .
398,"Бовари умумӣ бар ин аст, ки Усома бин Лодин дар он сӯи марзи Афғонистон ва дар минтақаи қабилаии Покистон ба сар мебарад, аммо фарди боздоштшудаи Толибон гуфтааст, ки пайкорҷӯён аз рафтан ба манотиқи марзии Покистон ба иллати ҳарос аз ҳамалоти ҳавопаймоҳои бидуни сарнишини Омрико худдорӣ мекунанд", این سه کشور مسئول بیش‌ترین میزان آلودگی در جهان هستنداز سوی دیگر جنجال بر سر ایمیلهای به سرقت رفته از کامپیوتر یک دانشگاه بریتانیایی همچنان ادامه دارد  .
399,"Ҳафтаи гузашта як гузориши ироашуда ба Сенои Омрико хотирнишон мекард, ки раҳбари Адқоъида дар соли 2001 дар ҷанги нерӯҳои омрикоӣ дар Афғонистон буд", یک هکر از دانشگاه ایست آنگلیا ایمیل‌های پژوهشگران محیط زیست را به سرقت برده است  .
400,"Тибқи ин гузориш дар авохири соли 2001 имкони дастгирии Усома бин Лодин тавассути нерӯҳои омрикоӣ дар Афғонистон вуҷуд дошт, вале раҳбарони низомии Омрико аз эъзоми нерӯи тақвиятӣ барои таъқиби ӯ худдорӣ карданд", افراد و گروه‌هایی که نسبت به نظریه‌های مربوط به تغییرات آب و هوایی تردید دارند می‌گویند این ایمیلها نشان می‌دهد که مباحثی که در نشست کپنهاگ مطرح می‌شود مبتنی بر اطلاعات و داده‌های محکمی نیست و خواستار تحقیقات و بررسی‌های علمی بیشتر در این زمینه هستند  .
401,"Дар ин гузориш, ки тавассути ҳизби демукроти Омрико барои ироа ба кумитаи равобити хориҷии ин кишвар таҳия шуда, омадааст, ки Усома бин Лодин ва нафароти ӯ дар кӯҳҳои Туробуро, дар Афғонистон гир карда буд, вале давлати Ҷурҷ Буш раиси ҷумҳури вақти Омрико нерӯи тақвиятии лозим барои дастгирии раҳбари Алқоъидаро эъзом накард ва ба дунболи он раҳбари Алқоъида ва нафароташ бидуни музоҳимат вориди манотиқи қабоилии шимоли ғарби Покистон шуданд", در مقابل ، کوین ترنبرت ، پژوهشگر مرکز ملی تحقیقات جوی آمریکا می‌گوید سرقت این ایمیلها در چنین زمانی را نمی‌توان تصادفی تلقی کرد  .
402,"Туни Блер (Tony Blair), нахуствазири собиқи Бритониё, бо ҳимоят аз ҷанги Ироқ исрор кард, ки ҳарчанд дар ин кишвар силоҳҳои куштори ҷамъӣ ёфт нашуд, вале ҷанги Ироқ кори дурусте будааст", وی به خبرگزاری آسوشیتدپرس گفته 102 مورد از ایمیلهای او سر از شبکه از اینترنت در آورده است  .
403,"Оқои Блер дар мусоҳиба бо Би-би-сӣ гуфт агар медонист дар Ироқи замони Саддом силоҳҳое аз ин даст вуҷуд надошт, барои муқобала бо таҳдиди Саддом Ҳусейн аз тавҷеҳоти дигаре истифода мекард", منتقدین می‌گویند این ایمیلها نشان می‌دهد که داده‌های مربوط به تغییرات آب و هوایی تغییر داده شده‌اند  .
404,"Арзёбии иттилоъотии Бритониё аз вазъи низомии Ироқ, ки дар сентябри соли 2002 мунташир шуд, нишон медод артиши ин кишвар 45 дақиқа пас аз судури фармони Саддом Ҳусейн қодир ба истифода аз силоҳҳои куштори ҷамъист", اما آقای ترنبرت این اتهام‌ها را رد کرده و می‌گوید این ایمیلها را باید در زمینه محتوایی خود مطالعه کرد  .
405,"Ӯ афзуд, ки раҳбари вақти Ироқ як таҳдиди минтақаӣ буд ва аз силоҳҳои шимиёӣ алайҳи мардуми худ истифода карда буд",کشورهای عضو گروه 1 + 5 خواستار محکومیت ایران از سوی آژانس بین‌المللی انرژی اتمی می‌شوند  .
406,Қарор аст нахуствазири собиқи Бритониё соли оянда дар таҳқиқи марбут ба Ҷанги Ироқ дар Бритониё ширкат кунад, روز چهارشنبه ، 25 نوامبر ( 4 آذر )، گزارش شد که کشورهای گروه 1 + 5 - متشکل از آمریکا ، روسیه ، چین ، بریتانیا و فرانسه به علاوه آلمان - بر سر پیش نویس قطعنامه‌ای در انتقاد از برنامه‌های هسته‌ای ایران به توافق رسیده‌اند و قرار است آن را برای تصویب به جلسه شورای حکام آژانس بین‌المللی ارائه دهند  .
407,Таҳқиқ дар мавриди ширкати Бритониё дар Ҷанги Ироқ аз авохири моҳи ноябр дар Ландан оғоз шудааст," در این گزارش ، که خبرگزاری‌های غربی آن را به نقل از منابع دیپلماتیک در مقر آژانس بین‌المللی در وین مخابره کرده‌اند ، آمده است که در قطعنامه پیشنهادی گروه 1 + 5 ، "" اقدام مخفیانه "" ایران در ساخت تاسیسات غنی‌سازی فردو ، در نزدیکی قم ، بدون مطلع ساختن آژانس بین‌المللی انرژی اتمی تقبیح‌شده‌است  ."
