id,tajik,farsi
687,"""Шабакаи ""Занони афғон"" мегӯяд, ки Муҳаммад Ашраф Ғанӣ, раиси ҷумҳури Афғонистон, дар иҷлоси Ландан ваъда карда буд, ки чаҳор вазири кобинеи давлати ваҳдати миллӣ зан хоҳад буд.",""" شبکه زنان افغان می‌گوید که محمد اشرف غنی رئیس جمهوری افغانستان در اجلاس لندن وعده کرده‌بود که چهار وزیر کابینه دولت وحدت ملی ، زن خواهد‌بود  ."
688,"Хонуми Софӣ гуфт, ки агар кобинеи Афғонистон ба чаҳор бахш тақсим шавад, занон дар он 38 дарсад саҳм хоҳанд дошт ва аз 25 вазири кобине дасти кам 9 вазири он бояд зан бошад.", خانم صافی گفت که اگر کابینه افغانستان به چهار بخش تقسیم شود ، زنان در آن 38 درصد سهم خواهند داشت و از 25 وزیر کابینه دست کم 9 وزیر آن باید زن باشد  .
689,Муътаризон дар роҳпаймоии имрӯз аз раҳбарони давлати ваҳдати миллӣ хостанд ба ваъдаҳои худ амал кунанд ва ҳадди ақал чаҳор вазир бояд зан бошад ва низ занон бояд дар мақомҳои муҳимми иҷроии дигар гумошта шаванд., معترضان در راهپیمایی امروز از رهبران دولت وحدت ملی خواستند به وعده‌های خود عمل کنند و حداقل چهار وزیر باید زن باشد و نیز زنان باید در پست‌های مهم اجرایی دیگر گماشته شوند  .
690,"Ҷилавгирӣ аз бархурди дугона миёни зану мард дар интисоби афрод дар мақомҳои калидӣ ва таваҷҷуҳ ба ҳузури занон дар тасмимгириҳои калон, аз дигар хостаҳои муътаризон аз давлати ваҳдати миллии Афғонистон аст.", جلوگیری از برخورد دوگانه میان زن و مرد در انتصاب افراد در پست‌های کلیدی و توجه به حضور زنان در تصمیم گیری‌های کلان ، از دیگر خواست‌های معترضان از دولت وحدت ملی افغانستان است  .
691,"Онҳо ҳамчунин аз Маҷлиси намояндагони Афғонистон хостанд, ки ба занони коро ва шоиста раъй диҳанд.", آن‌ها همچنین از مجلس نمایندگان افغانستان خواستند که به زنان کارا و شایسته رای دهند  .
692,"Раиси ҷумҳур Ғанӣ ахиран 19 номзад, аз ҷумла як занро ба Маҷлиси намояндагон муъаррифӣ кард, ки аз ин миён танҳо 9 номзад аз сӯйи Маҷлиси намояндагон таъйид шуданд.", رئیس جمهور غنی اخیرا 19 نامزد از جمله یک زن را به مجلس نمایندگان معرفی کرد که از این میان تنها 9 نامزد از سوی مجلس نمایندگان تایید شدند  .
693,"Дар кобинеи ноқиси Афғонистон, ки интизор меравад баъд аз таътилоти зимистонии Маҷлиси намояндагон ҳудуди 45 рӯзи дигар комил шавад, то кунун ҳеҷ зане ҳузур надорад.", در کابینه ناقص افغانستان که انتظار می‌رود بعد از تعطیلات زمستانی مجلس نمایندگان حدود 45 روز دیگر کامل شود ، تا کنون هیچ زنی حضور ندارد  .
694,"Се зане, ки аз сӯйи раёсати ҷумҳурӣ ба Маҷлиси намояндагон муъаррифӣ шуда буданд, ду нафар аз онҳо ба далоили ноқис будани мадорики таҳсилӣ ва доштани шаҳрвандии дугона аз феҳрист ҳазф шуданд, як тани дигар аз онҳо низ натавонист раъйи эътимоди маҷлисро бигирад.", سه زنی که از سوی ریاست جمهوری به مجلس معرفی شده‌بودند ، دو نفر از آن‌ها به دلیل ناقص بودن مدارک تحصیلی و داشتن شهروندی دوگانه از فهرست حذف شدند یک تن دیگر از آن‌ها نیز نتوانست رای اعتماد مجلس را بگیرد  .
695,Як марди фаластинӣ бо корд сарнишинони утубуси исроилиро захмӣ кардааст.,یک مرد فلسطینی با کارد سرنشینان اتوبوس اسرائیلی را زخمی کرده است  .
696,"Фарди муҳоҷим, ки ба унвони мусофир савори утубус шуда буд, пас аз ҳамла ба соири сарнишинон, аз утубус хориҷ шуд ва дар садади фирор баромад, аммо чанд маъмури пуолиси зиндони маҳаллӣ, ки тасодуфан дар маҳал ҳузур доштанд, ӯро аз ноҳияи по ҳадафи гулӯла қарор доданд ва дастгир карданд.", فرد مهاجم ، که به عنوان مسافر سوار اتوبوس شده‌بود ، پس از حمله به سایر سرنشینان ، از اتوبوس خارج شد و در صدد فرار برآمد اما چند مامور پلیس زندان محلی که تصادفا در محل حضور داشتند ، او را از ناحیه پا هدف گلوله قرار دادند و دستگیر کردند  .
697," Пулис гуфтааст, ки фарди боздоштшуда аз сокинони сарзаминҳои фаластинӣ дар Каронаи Бохтарии рӯди Урдун аст.", پلیس گفته است که فرد بازداشت‌شده‌از ساکنان سرزمین‌های فلسطینی در کرانه باختری رود اردن است  .
698,"Манобеъи пулис ин ҳамларо ""иқдоми теруристӣ"" тавсиф карданд ва гуфтаанд, ки вазъи чаҳор тан аз захмиҳои ин ҳамла вахим аст ва ҷароҳати бақия ""мутавассит то сатҳӣ"" тавсиф шудааст."," منابع پلیس این حمله را "" اقدام تروریستی "" توصیف کرده و گفته‌اند که وضع چهارتن از زخمی‌های این حمله وخیم است و جراحت بقیه "" متوسط تا سطحی "" توصیف‌شده‌است  ."
699,"Ин ҳамла дар идомаи риштаҳамалоти фаластиниён ба шаҳрвандони Исроил аст, ки дар онҳо чоқу ва асид ба кор гирифта шудааст.", این حمله در ادامه رشته حملات فلسطینیان به شهروندان اسرائیل است که در آن‌ها چاقو و اسید به کار گرفته‌شده‌است  .
700," Мақомоти исроилӣ ин гуна иқдомотро ҳамалоти инфиродӣ тавсия карда ва гуфтаанд, ки дар чанд моҳи ахир чандин нафар дар ҳамалоте аз ин навъ кушта ва захмӣ шудаанд.", مقامات اسرائیلی این‌گونه اقدامات را حملات انفرادی توصیف کرده و گفته‌اند که در چند ماه اخیر ، چندین نفر در حملاتی از این نوع کشته و زخمی شده‌اند  .
701,"Мақомҳои сервиси махфии Омрико мегӯянд дар наздикии манзили Ҷу Бойден, муъовини раиси ҷумҳурии Омрико, дар иёлати Деловер тирандозӣ шудааст.",مقام‌های سرویس مخفی آمریکا می‌گویند در نزدیکی منزل جو بایدن ، معاون رئیس جمهوری آمریکا در ایالت دلاویر تیراندازی‌شده‌است  .
702, Оқои Бойден ҳамнгоми тирандозӣ дар манзил набудааст., آقای بایدن هنگام تیراندازی در منزل نبوده است  .
703,"Маъмурони сервиси махфӣ, ки дар хонаи оқои Бойден мустақар буданд, шанбешаб садои тирандозиро шуниданд ва худраверо диданд, ки бо суръати зиёд аз хиёбон убур кард.", ماموران سرویس مخفی که در خانه آقای بایدن مستقر‌بودند شنبه شب صدای تیراندازی را شنیدند و خودرویی را دیدند که با سرعت زیاد از خیابان عبور کرد  .
704,"Хонаи оқои Бойден дар чандсадметрии хиёбони аслӣ воқеъ шуда, ки тирандозӣ дар он рух додааст.", خانه آقای بایدن در چندصد متری خیابان اصلی واقع‌شده‌که تیراندازی در آن رخ داده است  .
705,"Дафтари муъовини раиси ҷумҳури Омрико эълом кард, ки ӯ ва ҳамсараш Ҷил Бойден дар ҳангоми тирандозӣ манзил набудаанд.", دفتر معاون رئیس جمهور آمریکا اعلام کرد که او و هسرش ، جیل بایدن در هنگام تیراندازی منزل نبوده‌اند  .
706,Ин ҳодиса соъати ҳашту 25 дақиқа баъд аз зуҳри шанбеи 17 январ ба вақти маҳаллӣ рух дода ва таҳқиқот дар он дар ҷараён аст., این حادثه ساعت هشت و 25 دقیقه بعد از ظهر شنبه 17 ژانویه به وقت محلی رخ داده و تحقیقات درباره آن در جریان است  .
707,"Бино бар гузоришҳо, оқои Бойден бештар охири ҳафтаҳоро др ҳамин манзил дар иёлати Деловер сипарӣ мекунад.", بنا بر گزارش‌ها آقای بایدن بیشتر آخر هفته‌ها را در همین منزل در ایالت دلاویر سپری می‌کند  .
708,"Чаҳор моҳ пеш дар рухдоде дигар фарде  ки чоқу ба ҳамроҳ дошт, тавонист ба дохили сохтмони Кохи Сафед нуфуз кунад.", چهار ماه پیش در رخدادی دیگر فردی که چاقو به همراه داشت توانست به داخل ساختمان کاخ سفید نفوذ کند  .
709,"Ҳифозат аз ҷони мақомҳои баландпояи давлатӣ ва хонаводаи онҳо, аз ҷумлаи вазоифи сервиси махфии Омрико аст.", حفاظت از جان مقام‌های بلندپایه دولتی و خانواده آن‌ها از جمله وظایف سرویس مخفی آمریکا است  .
710,"Яке аз сухангӯёни Вазорати хориҷаи Омрико гуфт, ин мавзӯъ ки Исроил, ки партоб шудани ҳазорҳо мушак ба хокашро таҳаммул карда, акнун бояд зери заррабини Девони кайфарии байналмилалӣ қарор бигирад, танзе ғамангез аст.", یکی از سخنگویان وزارت خارجه آمریکا گفت این موضوع که اسرائیل که پرتاب شدن هزاران موشک به خاکش را تحمل کرده ، اکنون باید زیر ذره‌بین دیوان کیفری بین‌المللی قرار بگیرد ، طنزی غم‌انگیز است  .
711,"Пештар ҳам Исроил гуфта буд, ин тасмими Девони кайфарии байналмилалӣ талошест, ки монеъ аз дифоъи ин кишвар дар муқобили террурисм мешавад.", پیشتر هم اسرائیل گفته‌بود این تصمیم دیوان کیفری بین‌المللی تلاشی است که مانع از دفاع این کشور در مقابل تروریسم می‌شود  .
712,Исроил ва Омрико узви ин Додгоҳи байналмилалӣ нестанд., اسرائیل و آمریکا هیچکدام عضو این دادگاه بین‌المللی نیستند  .
713,"Фоту Бинисто, додситони Девони кайфарии байналмилалӣ гуфтааст, дар парвандае, ки барои анҷоми таҳқиқоти муқаддамотӣ ташкил медиҳад, эҳтимоли вуқӯъи ҷиноёти ҷангӣ аз моҳи июни соли 2014 милодӣ то кунун баррасӣ хоҳад шуд.", فاتو بنسوتا ، دادستان دیوان کیفری بین‌المللی گفته است که در پرونده‌ای که برای انجام تحقیقات مقدماتی تشکیل می‌دهد ، احتمال وقوع جنایات جنگی از ژوئن سال 2014 میلادی تاکنون بررسی خواهد شد  .
714,"Дар аввалин ҷаласаи кобинаи Исроил баъд аз дархости фаластиниҳо барои пайвастан ба Девони кайфарии байналмилалӣ Бенёмин Натанёҳу, нахуствазири Исроил гуфт, иҷоза нахоҳад дод, пойи сарбозону афсарони артиши Исроил ба ин додгоҳ кашида шавад.", در اولین جلسه کابینه اسرائیل بعد از درخواست فلسطینی‌ها برای پیوستن به دیوان کیفری بین‌المللی ، بنیامین نتانیاهو ، نخست‌وزیر اسرائیل گفت اجازه نخواهد داد پای سربازان و افسران ارتش اسرائیل به این دادگاه کشیده شود  .
715,"Девони байналмилалии кайфарӣ додгоҳи байналмилалист, ки ба ҷароими монанди ҷиноят алайҳи башарият, ҷиноёти ҷангӣ ва наслкушӣ расидагӣ мекунад.", دیوان بین‌المللی کیفری دادگاهی بین‌المللی است که به جرایمی مانند جنایت علیه بشریت ، جنایات جنگی و نسل‌کشی رسیدگی می‌کند  .
716,Девони байналмилалии кайфарӣ авоили декабри соли гузашта Ташкилоти худгардони Фаластинро ба унвони узви нозир пазируфт., تصمیم دیوان کیفری بین‌المللی برای انجام تحقیقات اولیه در این زمینه در حالی اتخاذ‌شده‌که  
717, Исроил ба узвитяи Фаластин дар ин девон мухолифат кардааст., اسرائیل با عضویت فلسطین در این دیوان مخالفت کرده است  .
718,"Пулиси федероли Омрико, Эф-би-ой, мегӯяд, ки марде дар иёлати Уҳою ба занни барномарезӣ барои ҳамла ба сохтмони кунгреи Омрико дар Вошингтун боздошт шудааст.",پلیس فدرال آمریکا ، ‌ اف بی‌آی ، می‌گوید که مردی در ایالت اوهایو به ظن برنامه‌ریزی برای حمله به ساختمان کنگره آمریکا در واشنگتن بازداشت‌شده‌است  .
719,"Бар асоси асноди додгоҳ, Кристуфер Курнел ба талош барои куштани як маъмури давлати Омрико муттаҳам шудааст.", براساس اسناد دادگاه ، ‌ کریستوفر کورنل به تلاش برای کشتن یک مامور دولت آمریکا متهم‌شده‌است  .
720,"Ҷон Борюс аз мақомоти пулиси Синсинотӣ дар иёлати Уҳою гуфт, ки дар ҷараёни таҳқиқот дар бораи ин мард мардум ҳаргиз дар хатар набуданд.", جان باریوس از مقام‌های پلیس سینسیناتی در ایالت اوهایو گفت که در جریان تحقیقات درباره این مرد مردم هرگز در خطر نبودند  .
721,"Оқои Курнел, 20-сола, дар рӯзи чаҳоршанбе пас аз харидории силоҳ дастгир шуд, аммо муддатҳо зери назари маъмурони махфӣ буд.", آقای کورنل ، ‌ 20 ساله ، در روز چهارشنبه پس از خریداری سلاح دستگیر شد اما مدت‌ها زیر نظر ماموران مخفی‌بود  .
722,"Иддаъо мешавад, ки ӯ дар пушти ҳисобе твитерӣ таҳти номи мустаъори Роҳил Маҳрус Убайда буд, ки дар моҳи август бо хабаррасонии як ""манбаъи маҳрамона"" мавриди таваҷҷуҳи FBI қарор гирифт."," ادعا می‌شود که او در پشت حسابی توییتری تحت نام مستعار راحیل محروس عبیده‌بود که در ماه اوت با خبررسانی یک "" منبع محرمانه "" مورد توجه اف بی‌آی قرار گرفت  ."
723,"Асноди додгоҳ ҳокист, ки ин ""манбаъи маҳрамона"" дар изои бархӯрде хафифтар дар як парвандаи номарбути қазоӣ бо FBI ҳамкорӣ мекунад."," اسناد دادگاه حاکیست که این "" منبع محرمانه "" در ازای برخوردی خفیف تر در یک پرونده نامربوط قضایی ، با اف بی‌آی همکاری می‌کند  ."
724,"Иддаъо мешавад, ки оқои Курнел ба ин манбаъ гуфта буд, ки ӯ мустақиман аз раҳбарони гурӯҳи ""Давлати Исломӣ"" дастури ҳамла нагирифта буд, аммо мехоҳад ""бо иродаи худ даст ба ҷиҳод бизанад."," ادعا می‌شود که آقای کورنل به این منبع گفته‌بود که او مستقیما از رهبران گروه "" دولت اسلامی "" دستور حمله نگرفته‌بود اما می‌خواهد "" با اراده خود دست به جهاد بزند  ."
725,"""Иддаъо мешавад, ки оқои Курнел дар ҷараёни дидоре дар моҳи октябр ба ин манбаъ гуфт, ки онҳо бояд силоҳ таҳия кунанд, аммо нахост ҷузъиёти тарҳашро бо ин манбаъ дар миён бигузорад.",""" ادعا می‌شود که آقای کورنل در جریان دیداری در ماه اکتبر به این منبع گفت که آن‌ها باید سلاح تهیه کنند اما نخواست جزییات طرحش را با این منبع در میان بگذارد  ."
726,"Гуфта мешавад, ки ӯ дар дидоре дувум ба ин манбаъ гуфт, ки ба Вошингтун хоҳад рафт, дар кунгре бумбҳои лӯлаӣ мунфаҷир хоҳад кард ва баъд ба сӯйи кормандон ва мақомҳо шиллик хоҳад кард.", گفته می‌شود که او در دیداری دوم به این منبع گفت که به واشنگتن خواهد رفت ، در کنگره بمب‌های لوله‌ای منفجر خواهد کرد و بعد به سوی کارمندان و مقام‌ها شلیک خواهد کرد  .
727,"Ҳукми зиндон алайҳи Ҳуснӣ Муборак, раиси ҷумҳурии пешнии Миср, лағв шудааст.",حکم زندان علیه حسنی مبارک ، رئیس جمهوری پیشین مصر ، نقض‌شده‌است  .
728,"Рӯзи сешанбеи 13 январ Девони олии Миср пас аз расидагӣ ба дархости таҷдиди назари вукалои раиси ҷумҳурии пешини Миср ва ду писараш аҳкоми ҳабсро, ки тавассути додгоҳи бадавӣ содир шуда буд, лағв кард ва дастури расидагии муҷаддад ба танҳо иттиҳоми боқимонда дар парвандаи иттиҳомии Ҳуснӣ Муборакро содир кард.", حسنی مبارک که در پی جریان اعتراضی موسوم به بهار عربی در مصر ، در اوایل فوریه سال 2011 میلادی پس از حدود سه دهه زمامداری ، از سمت خود استعفا داده‌بود ، بعدا به اتهام صدور دستور قتل معترضان و فساد مالی بازداشت شد و تحت پیگرد قانونی قرار گرفت  .
729, Додгоҳи бадавӣ оқои Муборакро дар иртибот бо иттиҳоми фасоди молӣ ба се сол ҳабс маҳкум карда буд., دادگاه بدوی آقای مبارک را در ارتباط با اتهام فساد مالی به سه سال حبس محکوم کرده‌بود  .
730,"Ҳуснӣ Муборак, ки дар пайи ҷараёни эътирозии мавсум ба ""баҳори арабӣ"" дар Миср дар авоили феврали соли 2011 пас аз ҳудуди се даҳа зимомдорӣ аз симати худ истеъфо дода буд, баъдан ба иттиҳоми судури дастури қатли муътаризон ва фасоди молӣ боздошт шуд ва таҳти пайгарди қонунӣ қарор гирифт.", در ماه نوامبر سال گذشته ، دادگاه رسیدگی به پرونده اتهامی علیه حسنی مبارک ، اتهام قتل در ارتباط با کشته شدن معترضان را وارد ندانست اما رئیس جمهوری پیشین مصر را در مورد اتهام سوئ استفاده مالی مبلغ حدود 14 میلیون دلار مجرم شناخت و به زندان محکوم کرد  .
731,"Оқои Муборак, ки инак 86 сол син дорад, бештари муддати боздоштро ба далели беморӣ дар бемористони зиндон ва марокизи дигари дармонӣ бистарӣ будааст.", براساس پرونده اتهامی ، آقای مبارک این مبلغ را برای بازسازی کاخ ریاست جمهوری برداشت کرده و بدون مجوز به کار برده‌بود  .
732,"Бар асоси парвандаи иттиҳомӣ, оқои Муборак ин маблағро барои бозсозии кохи раёсати ҷумҳурӣ бардошт карда ва бидуни муҷаввиз ба кор бурда буд.", دادگاه در ارتباط با سوئ استفاده مالی ، علا و جمال مبارک ، دو پسر رئیس جمهوری پیشین را هم به چهار سال زندان محکوم کرد  .
733,"Мушаххас нест, ки оё ҳукми Девони олӣ ба маънии озодии ниҳоии оқои Муборак аст ё ин ки ӯ бояд барои муҳокимаи муҷаддад дар боздошт боқӣ бимонад.", وکیل مدافع حسنی مبارک گفته است که موکل او تا کنون سه سال را در بازداشت گذرانده و با توجه به حکم دیوان‌عالی ، باید فورا آزاد شود  .
734,"Гурӯҳи мавсум ба Давлти Исломӣ (Доъиш) видиюеро мунташир карда, ки зоҳиран саҳнаи эъдоми ду нафарро нишон медиҳад, ки ба ҷосусӣ барои давлати Русия муттаҳам шудаанд.",گروه موسوم به دولت اسلامی ( داعش ) ویدیویی را منتشر کرده که ظاهرا صحنه اعدام دو نفر را نشان می‌دهد که به جاسوسی برای دولت روسیه متهم شده‌اند  .
735,"Ин видию нишон медиҳад, ки як писарбача барои бо шиллики гулӯла аз пушт ва аз фосилаи наздик ин ду нафарро, ки рӯйи замин зону задаанд, мекушад.", این ویدئو نشان می‌دهد که یک پسربچه با شلیک گلوله از پشت و از فاصله نزدیک ، این دو نفر را که روی زمین زانو زده‌اند می‌کشد  .
736,"Ин филми ҳафтдақиқаӣ , ки монанди бисёре аз видиюҳои мансуб ба Доъиш ба судури ҳирфаии филмбардоӣ ва тадвин шуда ва ба забони русӣ ва бо зернависи инглисӣ ва арабӣ таҳия шудааст.", این فیلم هفت دقیقه‌ای که مانند بسیاری از ویدیوهای منسوب به داعش به صورت حرفه‌ای فیلم‌برداری و تدوین‌شده‌و به زبان روسی و با زیر نویس انگلیسی و عربی تهیه‌شده‌است  .
737,"Дар ибтидои видию саҳнаҳое аз “эътирофоти” ин ду фард дида мешавад, ки тайи он дар посух ба суолоти фарде, ки чеҳрааш дида намешавад, посух медиҳад."," در ابتدای ویدئو صحنه‌هایی از "" اعترافات "" این دو فرد دیده می‌شود که طی آن در پاسخ به سوالات فردی که چهره‌اش دیده نمی‌شود پاسخ می‌دهند  ."
738,"Яке аз ин ду нафар мегӯяд, ки аҳли Қазоқистон аст ва фарди дувум дар бораи миллияташ тавзеҳе намедиҳад, аммо ҳар ду мегӯянд аз тарафи Сервиси Амнияти Федероли Русия (ФСБ)барои ҷамъоварии иттилоъот дар бораи Доъиш истихдом шуда буданд.", یکی از این دو نفر می‌گوید که اهل قزاقستان است و فرد دوم درباره ملیتش توضیحی نمی‌دهد ، اما هر دو می‌گویند از طرف سرویس امنیت فدرال روسیه ( FSB ) برای جمع‌آوری اطلاعات درباره داعش استخدام ‌شده‌بودند  .
739,"Дар идомаи ин видию дар маконе, ки мушаххас нашуда куҷост, яке аз аъзои Доъиш дар канори писарбачае дида мешавад, ки силоҳи камарӣ дар даст дорад.", در ادامه این ویدیو در مکانی که مشخص‌نشده‌کجاست ، یکی از اعضای داعش در کنار پسربچه‌ای دیده می‌شود که سلاح کمری در دست دارد  .
740, Ду фарди муттаҳам ҳам бо либоси хокистарӣ пушт ба онҳо рӯйи замин зону задаанд., دو فرد متهم هم با لباس خاکستری پشت به آن‌ها روی زمین زانو زده‌اند  .
741,"Дар интиҳои видию тасовире, ки ба назар меояд аз филмҳои қаблии Доъиш интихоб шуда, ин писарбачаро дар урдугоҳи омӯзиши низомии кӯдакони Доъиш нишон медиҳад, ки мегӯяд мехоҳад дар оянда як ""муҷоҳид” шавад ва “куфор”-ро ба қатл бирасонад."," در انتهای ویدئو تصاویری که به نظر می‌آید از فیلم‌های قبلی داعش انتخاب‌شده‌، این پسربچه را در اردوگاه آموزش نظامی کودکان داعش نشان می‌دهد که می‌گوید می‌خواهد در آینده یک "" مجاهد "" شود و "" کفار "" را به قتل برساند  ."
742,"------------------------Нафисаи Кӯҳнавард, гузоришгари Би-би-сии форсӣ, мегӯяд, ки дар ин навор яке аз муттаҳамон ба ҷосусӣ барои Русия мегӯяд, ки вазифа дошта дар Туркия ба як узви баландпояи Доъиш наздик шавад ва аз компютери ӯ иттилоъотеро сирқат кунад.",____________ نفیسه کوهنورد ، گزارشگر بی‌بی‌سی فارسی می‌گوید که در این نوار یکی از متهمان به جاسوسی برای روسیه می‌گوید که وظیفه داشته در ترکیه به یک عضو بلندپایه داعش نزدیک شود و از کامپیوتر او اطلاعاتی را سرقت کند  .
743,"Интишори ин бахш аз ""эътирофоти"" ин шахс ба маънои таъйиди талвеҳии ин нукта аст, ки баъзе аъзои баландпояи Доъиш дар Туркия ҳастанд."," انتشار این بخش از "" اعترافات "" این شخص به معنای تایید تلویحی این نکته است که بعضی اعضای بلندپایه داعش در ترکیه هستند  ."
744,"Душанбешаб дар шаҳри Дресдени Олмон тазоҳуркунандагоне, ки шумори онҳо 25 ҳазор нафар  тахмин зада мешавад, дар таҷаммуъи мухолифон бо исломӣ шудани Урупо, ки пас аз ҳамалоти маргбори ҳафтаи пеши Порис тартиб дода шуд, ширкат кардаанд.",دوشنبه شب در شهر درسدن آلمان تظاهرکنندگانی که شمار آن‌ها 25 هزار نفر تخمین زده می‌شود در تجمع مخالفت با اسلامی شدن اروپا ، که پس از حملات مرگبار هفته پیش پاریس ترتیب داده شد ، شرکت کرده‌اند  .
745,Тазоҳуркунандагон бо сарпечӣ аз дархости сиёсатмадорони олмонӣ барои парҳез аз ширкат дар гирдиҳамоии созмони Пегидо дар он ширкат мекунанд., تظاهرکنندگان با سرپیچی از درخواست سیاستمداران آلمانی برای پرهیز از شرکت در گردهمایی سازمان پگیدا در آن شرکت می‌کنند  .
746,Аммо ҳамзамон даҳҳо ҳазор нафар дар саросари Олмон ба гирдиҳамоиҳое дар мухолифат бо Пегидо пайвастаанд., اما همزمان ده‌ها هزار نفر در سراسر آلمان به گردهمایی‌هایی در مخالفت با پگیدا پیوسته‌اند  .
747,"Онгело Меркел, садри аъзами Олмон, гуфтааст, ки рӯзи сешанбе дар эътирози созмондиҳишуда тавассути гурӯҳҳои мусулмон дар Берлин ширкат хоҳад кард.", آنگلا مرکل صدراعظم آلمان گفته است که روز سه شنبه در اعتراض سازمان دهی‌شده‌توسط گروه‌های مسلمان در برلین شرکت خواهد کرد  .
748,"Ҳойку Маос, вазири додгустарии Олмон, яке аз чандин мақоми аршад буд, ки баргузоркунандагон таҷамуъи Пегидо дар Дресденро тарғиб кард, аз ҳамлаи маргбори ҳафтаи гузашта ба нашрияи Шорлӣ Ебду ва як фурӯшгоҳи маводди ғизоии яҳудӣ ""сӯистифода"" накунанд."," هایکو ماس وزیر دادگستری آلمان یکی از چندین مقام ارشد‌بود که برگزارکنندگان تجمع پگیدا در درسدن را ترغیب کرد از حمله مرگبار هفته گذشته به نشریه شارلی ابدو و یک فروشگاه مواد غذایی یهودی "" سوئاستفاده "" نکنند  ."
749,"Бо ин ҳол, таҷамуъ дар шаҳри Дресден дар шарқи Олмон баргузор шуд, ки рақами бесобиқаи 25 ҳазор нафарро ба худ ҷалб кард.", با این حال تجمع در شهر درسدن در شرق آلمان برگزار شد که رقم بی‌سابقه 25 هزار نفر را به خود جلب کرد  .
750,"Роҳпаймоён бо ҳамли навиштаҳое бо корикотуристҳои фаронсавӣ, ки чаҳоршанбеи гузашта ба дасти исломгароёни ифротӣ дар Порис ба қатл расиданд, ибрози ҳамдардӣ карданд.", راهپیمایان با حمل نوشته‌هایی با کاریکاتوریست‌های فرانسوی که چهارشنبه گذشته به دست اسلام‌گرایان افراطی در پاریس به قتل رسیدند ابراز همدردی کردند  .
751,Қарор буд дар ин тазоҳурот як дақиқа сукут ба ёди куштаҳои ҳамалоти ҳафтаи пеш муроъот шавад., قرار‌بود در این تظاهرات یک دقیقه سکوت به یاد کشته‌های حملات هفته پیش مراعات شود  .
752,"Пегидо, урупоиҳои ватанпараст алайҳи исломӣ шудани Ғарб, дар Дресден як ришта роҳпаймоӣ баргузор кардааст, ки аз ҷумла як ҳафта пеш боъиси ҷалби 18 ҳазор нафар шуд.", پگیدا - اروپایی‌های وطن پرست علیه اسلامی شدن غرب - در درسدن یک رشته راهپیمایی برگزار کرده است که از جمله یک هفته پیش باعث جلب 18 هزار نفر شد  .
753,"Тазоҳуроти мухолифони Пегидо дар рӯзи душанбе дар Дресден 7 ҳазор нафар, дар Лойпзик 30 ҳазор нафар, дар Муних 20 ҳазор нафар ва дар Ҳонувер 19 ҳазор нафарро ба худ ҷалб кард.", تظاهرات مخالفان پگیدا در روز دوشنبه در درسدن 7 هزار نفر ، در لایپزیگ 30 هزار نفر ، ‌ در مونیخ 20 هزار نفر و در هانوور 19 هزار نفر را به خود جلب کرد  .
754,"Тумос Дӣ Мозиер, вазири кишвар, ҳам аз созмондиҳандагон интиқод кард ва Ҳурст Сиҳуфер, раҳбари Бовориё, аз онҳо хост ин роҳпаймоиҳоро барои ояндаи қобили пешбинӣ мутаваққиф кунанд.", توماس دی مایزیر وزیر کشور هم از سازمان‌دهندگان انتقاد کرد و هورست سیهوفر رهبر باواریا از آن‌ها خواست این راهپیمایی‌ها را برای آینده قابل پیش‌بینی متوقف کنند  .
755,"Пештар эълом шуд, ки Онгело Меркел ва аксари аъзои кобинеаш ба даъвати раҳбарони ҷомеъаи мусалмонон дар роҳпаймоии ""Олмони озоду раводор"" ширкат мекунанд."," پیشتر اعلام شد که آنگلا مرکل و اکثر اعضای کابینه‌اش به دعوت رهبران جامعه مسلمانان در راهپیمایی "" آلمان آزاد و روادار "" شرکت می‌کنند  ."
756,"Дар ин роҳпаймоӣ, ки қарор аст рӯзи сешанбе дар Берлин баргузор шавад, раҳбарони аҳзоби мухолифи давлат ва раиси ҷумҳури Олмон ҳам мушорикат хоҳанд кард.", در این راهپیمایی که قرار است روز سه شنبه در برلین برگزار شود ، رهبران احزاب مخالف دولت و رئیس جمهور آلمان هم مشارکت خواهند کرد  .
757,"Хонуми Меркел аз раҳбарони ҷомеъаи 4 милюннафарии мусалмонони Олмон, ки фавран ҳамалоти ахири Порисро маҳкум карда буданд, ташаккур кардааст.", خانم مرکل از رهبران جامعه 4 میلیون نفری مسلمانان آلمان که فورا حملات اخیر پاریس را محکوم کرده‌بودند ، تشکر کرده است  .
758,"Ӯ гуфт, ки мусалмонон бахше аз ҷомеъаи Олмон ҳастанд ва ӯ садри аъзами ҳамаи олмониҳост.", او گفت که مسلمانان بخشی از جامعه آلمان هستند و او صدر اعظم همه آلمانی هاست  .
759,Рушди роҳпаймоиҳо дар ҳимоят аз Пегидо дар ҳафтаҳои ахир боъиси нигаронии раҳбарии сиёсии Олмон шудааст., رشد راهپیمایی‌ها در حمایت از پگیدا در هفته‌های اخیر باعث نگرانی رهبری سیاسی آلمان‌شده‌است  .
